ptid,methods,Analyte,Type,Well,Description,FI,FI - Bkgd,Std Dev,%CV,Conc in Range,Obs Conc,Obs Conc Std Dev,Obs Conc %CV,Exp Conc,(Obs/Exp) * 100,Dilution,Bead Count,batch.x,Sample ID,Conditions,Dilution factor,Note,protein concentration (mcg/ml),batch.y,Sample,normCon
4051,epithelial brushings,IL-2 (48),X8,"G4,H4",Sample ID: 4051 Pellet,126,9.3,2.83,2.24,OOR <,0.67,0.16,24.33,NA,NA,1,"223,257",expt2,4051 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,5154.3078,expt2,X8,0.000129988
4051,mucus,IL-2 (48),X26,"C9,D9",Sample ID: 4051 Sponge,51,-65.8,7.07,13.86,OOR <,NA,NA,NA,NA,NA,2,"65,89",expt2,4051 Sponge,AERD+steroids,2,nasal mucus eluted in PI solution,NA,expt2,X26,NA
4051,tissue,IL-2 (48),X17,"A7,B7",Sample ID: 4051 Tissue,68,-48.8,0,0,OOR <,NA,NA,NA,NA,NA,1,"128,141",expt2,4051 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,5529.3056,expt2,X17,NA
4078,epithelial brushings,IL-2 (48),X9,"A5,B5",Sample ID: 4078 pellet,399.3,282.5,5.3,1.33,39.85,39.85,0.81,2.02,NA,NA,2,"504,474",expt2,4078 pellet,AERD+steroids,2,cytology brushings in RIPA Buffer,6298.968,expt2,X9,0.006326433
4078,mucus,IL-2 (48),X27,"E9,F9",Sample ID: 4078 Sponge,70.5,-46.3,6.36,9.03,OOR <,NA,NA,NA,NA,NA,1,"83,105",expt2,4078 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X27,NA
4078,tissue,IL-2 (48),X18,"C7,D7",Sample ID: 4078 Tissue,35.5,-81.3,0.71,1.99,OOR <,NA,NA,NA,NA,NA,1,"375,558",expt2,4078 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,3054.789,expt2,X18,NA
0,Background,IL-22 (43),B,"A1,B1",Reagent Name: Background0,67.8,67.8,0.35,0.52,NA,NA,NA,NA,NA,NA,1,"103,82",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
0,Background,IL-22 (43),B,"A1,B1",Reagent Name: Background0,26.3,26.3,1.06,4.04,NA,NA,NA,NA,NA,NA,1,"88,90",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
1,QC,IL-22 (43),X1,"A3,B3",Sample ID: QC1,353.5,285.8,34.65,9.8,0.68,0.68,0.09,13.18,NA,NA,1,"114,107",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
1,QC,IL-22 (43),X1,"A3,B3",Sample ID: QC1,427.8,401.5,9.55,2.23,0.59,0.59,0.02,2.55,NA,NA,1,"94,90",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
1,Standard,IL-22 (43),S1,"C1,D1",Reagent Name: Standard1,83,15.3,1.41,1.7,0.04,0.04,0,6.76,0.04,110,1,"67,98",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
1,Standard,IL-22 (43),S1,"C1,D1",Reagent Name: Standard1,53.8,27.5,3.18,5.92,0.04,0.04,0,11.14,0.04,101,1,"92,103",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
2,QC,IL-22 (43),X2,"C3,D3",Sample ID: QC2,2449.8,2382,267.64,10.93,7.13,7.13,0.89,12.52,NA,NA,1,"72,99",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
2,QC,IL-22 (43),X2,"C3,D3",Sample ID: QC2,2925,2898.8,52.33,1.79,5.29,5.29,0.11,2.12,NA,NA,1,"75,89",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
2,Standard,IL-22 (43),S2,"E1,F1",Reagent Name: Standard2,127.5,59.8,4.24,3.33,0.13,0.13,0.01,6.99,0.15,91,1,"104,96",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
2,Standard,IL-22 (43),S2,"E1,F1",Reagent Name: Standard2,132.8,106.5,9.55,7.19,0.14,0.14,0.01,9.34,0.15,99,1,"114,86",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
3,Standard,IL-22 (43),S3,"G1,H1",Reagent Name: Standard3,327,259.3,5.66,1.73,0.62,0.62,0.01,2.37,0.59,105,1,"101,117",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
3,Standard,IL-22 (43),S3,"G1,H1",Reagent Name: Standard3,424.8,398.5,14.5,3.41,0.59,0.59,0.02,3.91,0.59,100,1,"86,74",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
4,Standard,IL-22 (43),S4,"A2,B2",Reagent Name: Standard4,941,873.3,60.81,6.46,2.34,2.34,0.18,7.72,2.34,100,1,"87,107",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
4,Standard,IL-22 (43),S4,"A2,B2",Reagent Name: Standard4,1471.3,1445,18.03,1.23,2.39,2.39,0.03,1.39,2.34,102,1,"108,122",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
5,Standard,IL-22 (43),S5,"C2,D2",Reagent Name: Standard5,3098.8,3031,261.98,8.45,9.33,9.33,0.9,9.65,9.38,100,1,"94,105",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
5,Standard,IL-22 (43),S5,"C2,D2",Reagent Name: Standard5,4610,4583.8,2.83,0.06,9.18,9.18,0.01,0.08,9.38,98,1,"97,127",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
6,Standard,IL-22 (43),S6,"E2,F2",Reagent Name: Standard6,10458.8,10391,336.23,3.21,37.5,37.5,1.42,3.78,37.5,100,1,"99,102",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
6,Standard,IL-22 (43),S6,"E2,F2",Reagent Name: Standard6,12533,12506.8,81.32,0.65,38,38,0.42,1.11,37.5,101,1,"92,98",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
7,Standard,IL-22 (43),S7,"G2,H2",Reagent Name: Standard7,24510.5,24442.8,292.04,1.19,150,150,7.47,4.97,150,100,1,"78,89",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
7,Standard,IL-22 (43),S7,"G2,H2",Reagent Name: Standard7,22868.5,22842.3,487.2,2.13,149.13,149.13,10.6,7.1,150,99,1,"107,65",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
3991,epithelial brushings,IL-22 (43),X3,"E3,F3",Sample ID: 3991 Pellet,60.5,34.3,2.12,3.51,0.05,0.05,0,6.09,NA,NA,1,"39,21",expt2,3991 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,1465.8602,expt2,X3,3.41E-05
3994,epithelial brushings,IL-22 (43),X3,"E3,F3",Sample ID: 3994 Pellet,68,0.3,2.83,4.16,OOR <,0.01,0,37.5,NA,NA,1,"96,73",expt1,3994 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,3105.6864,expt1,NA,3.22E-06
3994,tissue,IL-22 (43),X17,"A7,B7",Sample ID: 3994 tissue,63.5,-4.3,0.71,1.11,OOR <,0.01,0,20.27,NA,NA,1,"84,163",expt1,3994 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2191.5857,expt1,NA,4.56E-06
3995,epithelial brushings,IL-22 (43),X4,"G3,H3",Sample ID: 3995 Pellet,85.3,17.5,3.18,3.73,0.09,0.09,0.01,13.87,NA,NA,2,"120,117",expt1,3995 Pellet,AERD+nosteroids,2,cytology brushings in RIPA Buffer,1948.9818,expt1,NA,4.62E-05
3995,tissue,IL-22 (43),X18,"C7,D7",Sample ID: 3995 tissue,67.5,-0.3,2.12,3.14,OOR <,0.01,0,29.96,NA,NA,1,"74,68",expt1,3995 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,1641.1058,expt1,NA,6.09E-06
3996,epithelial brushings,IL-22 (43),X5,"A4,B4",Sample ID: 3996 Pellet,97.5,29.8,20.51,21.03,7.00E-02,0.07,0.04,59.77,NA,NA,1,"8,47",expt1,3996 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,2915.225,expt1,NA,2.40E-05
3996,tissue,IL-22 (43),X19,"E7,F7",Sample ID: 3996 tissue,62.8,-5,2.47,3.94,OOR <,NA,0,85.62,NA,NA,1,"84,85",expt1,3996 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,3099.7614,expt1,NA,NA
3999,epithelial brushings,IL-22 (43),X4,"G3,H3",Sample ID: 3999 Pellet,77.3,51,4.6,5.95,0.14,0.14,0.01,9.1,NA,NA,2,"100,95",expt2,3999 Pellet,AERD+steroids,2,cytology brushings in RIPA Buffer,3723.5246,expt2,X4,3.76E-05
3999,tissue,IL-22 (43),X14,"C6,D6",Sample ID: 3999 Tissue,32,5.8,1.41,4.42,OOR <,0.01,0,17.21,NA,NA,1,"105,65",expt2,3999 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,2651.4803,expt2,X14,3.77E-06
4001,epithelial brushings,IL-22 (43),X5,"A4,B4",Sample ID: 4001 Pellet,71.8,45.5,1.77,2.46,0.06,0.06,0,3.9,NA,NA,1,"68,83",expt2,4001 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,7202.9292,expt2,X5,8.33E-06
4001,mucus,IL-22 (43),X23,"E8,F8",Sample ID: 4001 Sponge,39.3,13,20.86,53.15,OOR <,0.02,0.03,132.3,NA,NA,1,"50,80",expt2,4001 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X23,NA
4001,tissue,IL-22 (43),X15,"E6,F6",Sample ID: 4001 Tissue,27.5,1.3,0.71,2.57,OOR <,NA,0,17.66,NA,NA,1,"117,111",expt2,4001 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,6925.2483,expt2,X15,NA
4002,epithelial brushings,IL-22 (43),X6,"C4,D4",Sample ID: 4002 Pellet,157.8,90,22.98,14.57,0.2,0.2,0.05,26.13,NA,NA,1,"88,80",expt1,4002 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,4935.974,expt1,NA,4.05E-05
4002,mucus,IL-22 (43),X31,"E10,F10",Sample ID: 4002 mucus,81.5,13.8,2.12,2.6,OOR <,0.04,0,10.83,NA,NA,1,"96,105",expt1,4002 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4002,tissue,IL-22 (43),X20,"G7,H7",Sample ID: 4002 tissue,68.3,0.5,3.18,4.66,OOR <,0.01,0.01,40.93,NA,NA,1,"112,131",expt1,4002 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,1313.6051,expt1,NA,7.61E-06
4006,epithelial brushings,IL-22 (43),X7,"E4,F4",Sample ID: 4006 Pellet,70.3,2.5,2.47,3.52,OOR <,0.05,0.01,25.94,NA,NA,3,"108,100",expt1,4006 Pellet,AERD+nosteroids,3,cytology brushings in RIPA Buffer,1767.8112,expt1,NA,2.83E-05
4006,mucus,IL-22 (43),X32,"G10,H10",Sample ID: 4006 mucus,85.5,17.8,6.36,7.44,0.05,0.05,0.01,27.42,NA,NA,1,"73,118",expt1,4006 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4006,tissue,IL-22 (43),X21,"A8,B8",Sample ID: 4006 tissue,65.8,-2,6.01,9.14,OOR <,0.01,0.01,104.73,NA,NA,1,"94,76",expt1,4006 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,386.8478,expt1,NA,2.58E-05
4007,epithelial brushings,IL-22 (43),X8,"G4,H4",Sample ID: 4007 Pellet,64.5,-3.3,0.71,1.1,OOR <,0.02,0,16.14,NA,NA,3,"225,193",expt1,4007 Pellet,AERD+nosteroids,3,cytology brushings in RIPA Buffer,2018.6628,expt1,NA,9.91E-06
4007,tissue,IL-22 (43),X22,"C8,D8",Sample ID: 4007 tissue,77.8,10,15.91,20.46,OOR <,0.03,0.03,94.76,NA,NA,1,"17,32",expt1,4007 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2207.8446,expt1,NA,1.36E-05
4012,epithelial brushings,IL-22 (43),X9,"A5,B5",Sample ID: 4012 Pellet,57.5,-10.3,6.36,11.07,OOR <,NA,0,0,NA,NA,2,"57,53",expt1,4012 Pellet,AERD+nosteroids,2,cytology brushings in RIPA Buffer,3556.2902,expt1,NA,NA
4012,mucus,IL-22 (43),X33,"A11,B11",Sample ID: 4012 mucus,76.8,9,2.47,3.22,OOR <,0.03,0,16.13,NA,NA,1,"65,82",expt1,4012 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4012,tissue,IL-22 (43),X23,"E8,F8",Sample ID: 4012 tissue,89,21.3,38.89,43.7,0.05,0.05,0.08,135.26,NA,NA,1,"20,24",expt1,4012 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,3155.5062,expt1,NA,1.58E-05
4023,epithelial brushings,IL-22 (43),X10,"C5,D5",Sample ID: 4023 Pellet,174.8,107,22.27,12.75,0.24,0.24,0.05,21.6,NA,NA,1,"88,77",expt1,4023 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,6682.6444,expt1,NA,3.59E-05
4023,mucus,IL-22 (43),X34,"C11,D11",Sample ID: 4023 mucus,77.8,10,6.01,7.73,OOR <,0.03,0.01,36.88,NA,NA,1,"136,139",expt1,4023 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4023,tissue,IL-22 (43),X24,"G8,H8",Sample ID: 4023 tissue,60,-7.8,1.41,2.36,OOR <,NA,0,0,NA,NA,1,"97,93",expt1,4023 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,4142.6537,expt1,NA,NA
4027,epithelial brushings,IL-22 (43),X11,"E5,F5",Sample ID: 4027 Pellet,63.8,-4,4.6,7.21,OOR <,0.01,0.01,117.03,NA,NA,2,"48,79",expt1,4027 Pellet,AERD+nosteroids,2,cytology brushings in RIPA Buffer,2966.3244,expt1,NA,3.37E-06
4027,mucus,IL-22 (43),X35,"E11,F11",Sample ID: 4027 mucus,56,-11.8,1.41,2.53,OOR <,NA,NA,NA,NA,NA,1,"83,86",expt1,4027 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4027,tissue,IL-22 (43),X25,"A9,B9",Sample ID: 4027 tissue,71.5,3.8,2.12,2.97,OOR <,0.02,0,19.92,NA,NA,1,"77,117",expt1,4027 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2344.8839,expt1,NA,8.53E-06
4031,epithelial brushings,IL-22 (43),X6,"C4,D4",Sample ID: 4031 Pellet,112.5,86.3,76.37,67.88,0.12,0.12,0.11,89.86,NA,NA,1,"50,50",expt2,4031 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,4736.2218,expt2,X6,2.53E-05
4031,mucus,IL-22 (43),X24,"G8,H8",Sample ID: 4031 Sponge,73,46.8,9.9,13.56,0.06,0.06,0.01,21.26,NA,NA,1,"18,43",expt2,4031 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X24,NA
4031,tissue,IL-22 (43),X16,"G6,H6",Sample ID: 4031 Tissue,30.3,4,3.18,10.52,OOR <,0.01,0,48.15,NA,NA,1,"87,96",expt2,4031 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,1624.8469,expt2,X16,6.15E-06
4034,epithelial brushings,IL-22 (43),X12,"G5,H5",Sample ID: 4034 Pellet,132.8,65,54.09,40.75,0.14,0.14,0.12,80.77,NA,NA,1,"28,18",expt1,4034 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,4327.4266,expt1,NA,3.24E-05
4034,mucus,IL-22 (43),X36,"G11,H11",Sample ID: 4034 mucus,151.5,83.8,0.71,0.47,0.37,0.37,0,0.86,NA,NA,2,"85,98",expt1,4034 mucus,AERD+nosteroids,2,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4034,tissue,IL-22 (43),X26,"C9,D9",Sample ID: 4034 tissue,84.3,16.5,3.18,3.78,0.04,0.04,0.01,14.43,NA,NA,1,"94,106",expt1,4034 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2442.4373,expt1,NA,1.64E-05
4037,epithelial brushings,IL-22 (43),X7,"E4,F4",Sample ID: 4037 Pellet,46,19.8,0,0,OOR <,0.03,0,0,NA,NA,1,"299,346",expt2,4037 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,3765.3332,expt2,X7,7.97E-06
4037,mucus,IL-22 (43),X25,"A9,B9",Sample ID: 4037 Sponge,26.5,0.3,0.71,2.67,OOR <,NA,0,23.04,NA,NA,1,"123,90",expt2,4037 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X25,NA
4040,epithelial brushings,IL-22 (43),X13,"A6,B6",Sample ID: 4040 Pellet,71.8,4,3.18,4.43,OOR <,0.06,0.02,29.22,NA,NA,3,"226,164",expt1,4040 Pellet,AERD+nosteroids,3,cytology brushings in RIPA Buffer,2789.7992,expt1,NA,2.15E-05
4040,mucus,IL-22 (43),X37,"A12,B12",Sample ID: 4040 mucus,75.8,8,2.47,3.27,OOR <,0.03,0,17.13,NA,NA,1,"110,95",expt1,4040 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4040,tissue,IL-22 (43),X27,"E9,F9",Sample ID: 4040 tissue,59.5,-8.3,3.54,5.94,OOR <,NA,0,0,NA,NA,1,"76,96",expt1,4040 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,4586.2894,expt1,NA,NA
4042,epithelial brushings,IL-22 (43),X14,"C6,D6",Sample ID: 4042 Pellet,75.5,7.8,0.71,0.94,OOR <,0.03,0,4.98,NA,NA,1,"207,148",expt1,4042 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,2385.6494,expt1,NA,1.26E-05
4042,mucus,IL-22 (43),X38,"C12,D12",Sample ID: 4042 mucus,89.5,21.8,0.71,0.79,0.05,0.05,0,2.65,NA,NA,1,"100,101",expt1,4042 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4042,tissue,IL-22 (43),X28,"G9,H9",Sample ID: 4042 tissue,61.5,-6.3,4.24,6.9,OOR <,NA,0,0,NA,NA,1,"52,64",expt1,4042 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,1557.4886,expt1,NA,NA
4048,epithelial brushings,IL-22 (43),X15,"E6,F6",Sample ID: 4048 Pellet,69,1.3,2.83,4.1,OOR <,0.01,0,33.54,NA,NA,1,"145,147",expt1,4048 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,3008.133,expt1,NA,3.32E-06
4048,mucus,IL-22 (43),X39,"E12,F12",Sample ID: 4048 mucus,157.8,90,22.27,14.12,0.2,0.2,0.05,25.33,NA,NA,1,"80,141",expt1,4048 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4048,tissue,IL-22 (43),X29,"A10,B10",Sample ID: 4048 tissue,60.8,-7,0.35,0.58,OOR <,NA,0,34.36,NA,NA,1,"122,95",expt1,4048 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2605.0263,expt1,NA,NA
4049,epithelial brushings,IL-22 (43),X16,"G6,H6",Sample ID: 4049 Pellet,64,-3.8,1.41,2.21,OOR <,0.01,0,35.83,NA,NA,1,"101,94",expt1,4049 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,3514.4816,expt1,NA,2.85E-06
4049,mucus,IL-22 (43),X40,"G12,H12",Sample ID: 4049 mucus,62,-5.8,0,0,OOR <,NA,0,0,NA,NA,1,"98,163",expt1,4049 mucus,AERD+nosteroids,Neat,nasal mucus eluted in PI solution,NA,expt1,NA,NA
4049,tissue,IL-22 (43),X30,"C10,D10",Sample ID: 4049 tissue,86,18.3,2.83,3.29,0.05,0.05,0.01,11.98,NA,NA,1,"125,108",expt1,4049 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2279.8483,expt1,NA,2.19E-05
4051,epithelial brushings,IL-22 (43),X8,"G4,H4",Sample ID: 4051 Pellet,58.5,32.3,3.54,6.04,0.04,0.04,0,10.72,NA,NA,1,"50,51",expt2,4051 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,5154.3078,expt2,X8,7.76E-06
4051,mucus,IL-22 (43),X26,"C9,D9",Sample ID: 4051 Sponge,40.5,14.3,2.12,5.24,OOR <,0.04,0.01,13.12,NA,NA,2,"96,90",expt2,4051 Sponge,AERD+steroids,2,nasal mucus eluted in PI solution,NA,expt2,X26,NA
4051,tissue,IL-22 (43),X17,"A7,B7",Sample ID: 4051 Tissue,30.5,4.3,2.12,6.96,OOR <,0.01,0,31.09,NA,NA,1,"99,86",expt2,4051 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,5529.3056,expt2,X17,1.81E-06
4078,epithelial brushings,IL-22 (43),X9,"A5,B5",Sample ID: 4078 pellet,42.5,16.3,0.71,1.66,OOR <,0.05,0,3.92,NA,NA,2,"97,76",expt2,4078 pellet,AERD+steroids,2,cytology brushings in RIPA Buffer,6298.968,expt2,X9,7.94E-06
4078,mucus,IL-22 (43),X27,"E9,F9",Sample ID: 4078 Sponge,34,7.8,2.83,8.32,OOR <,0.01,0,28,NA,NA,1,"99,82",expt2,4078 Sponge,AERD+steroids,Neat,nasal mucus eluted in PI solution,NA,expt2,X27,NA
4078,tissue,IL-22 (43),X18,"C7,D7",Sample ID: 4078 Tissue,36.3,10,0.35,0.98,OOR <,0.01,0,2.9,NA,NA,1,"144,220",expt2,4078 Tissue,AERD+steroids,Neat,tissue homogenate in PI solution,3054.789,expt2,X18,3.27E-06
0,Background,IL-33 (47),B,"A1,B1",Reagent Name: Background0,20.3,20.3,3.18,15.71,NA,NA,NA,NA,NA,NA,1,"50,50",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
0,Background,IL-33 (47),B,"A1,B1",Reagent Name: Background0,19,19,1.41,7.44,NA,NA,NA,NA,NA,NA,1,"50,50",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
1,QC,IL-33 (47),X1,"A3,B3",Sample ID: QC1,750.3,731.3,42.78,5.7,91.82,91.82,5.06,5.51,NA,NA,1,"50,50",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
1,QC,IL-33 (47),X1,"A3,B3",Sample ID: QC1,332.3,312,46.32,13.94,84.64,84.64,12.36,14.61,NA,NA,1,"50,50",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
1,Standard,IL-33 (47),S1,"C1,D1",Reagent Name: Standard1,41.5,21.3,1.41,3.41,5.1,5.1,0.42,8.15,4.88,104,1,"50,50",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
1,Standard,IL-33 (47),S1,"C1,D1",Reagent Name: Standard1,60,41,0.71,1.18,4.79,4.79,0.11,2.28,4.88,98,1,"50,50",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
2,QC,IL-33 (47),X2,"C3,D3",Sample ID: QC2,6663.8,6644.8,151.67,2.28,837.87,837.87,22.26,2.66,NA,NA,1,"50,50",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
2,QC,IL-33 (47),X2,"C3,D3",Sample ID: QC2,2684.3,2664,445.12,16.58,722.03,722.03,126.47,17.5,NA,NA,1,"50,50",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
2,Standard,IL-33 (47),S2,"E1,F1",Reagent Name: Standard2,88.5,68.3,7.78,8.79,18.51,18.51,2.18,11.76,19.53,95,1,"50,50",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
2,Standard,IL-33 (47),S2,"E1,F1",Reagent Name: Standard2,170,151,6.36,3.74,20.31,20.31,0.85,4.19,19.53,104,1,"50,50",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
3,Standard,IL-33 (47),S3,"G1,H1",Reagent Name: Standard3,312.3,292,15.91,5.1,79.3,79.3,4.25,5.36,78.13,102,1,"50,50",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
3,Standard,IL-33 (47),S3,"G1,H1",Reagent Name: Standard3,615.3,596.3,0.35,0.06,75.76,75.76,0.04,0.06,78.13,97,1,"50,50",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
4,Standard,IL-33 (47),S4,"A2,B2",Reagent Name: Standard4,1238.8,1218.5,63.29,5.11,325.06,325.06,16.89,5.2,312.5,104,1,"50,50",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
4,Standard,IL-33 (47),S4,"A2,B2",Reagent Name: Standard4,2656.5,2637.5,275.77,10.38,314.4,314.4,32.68,10.39,312.5,101,1,"50,50",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
5,Standard,IL-33 (47),S5,"C2,D2",Reagent Name: Standard5,4286.8,4266.5,116.32,2.71,1198.7,1198.7,36.32,3.03,1250,96,1,"50,50",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
5,Standard,IL-33 (47),S5,"C2,D2",Reagent Name: Standard5,9315.3,9296.3,373.71,4.01,1267.71,1267.71,67.17,5.3,1250,101,1,"50,50",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
6,Standard,IL-33 (47),S6,"E2,F2",Reagent Name: Standard6,12978.5,12958.3,890.95,6.86,5155.71,5155.71,607.73,11.75,5000,103,1,"50,50",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
6,Standard,IL-33 (47),S6,"E2,F2",Reagent Name: Standard6,19688.5,19669.5,16.26,0.08,4843.53,4843.53,11.19,0.23,5000,97,1,"50,50",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
7,Standard,IL-33 (47),S7,"G2,H2",Reagent Name: Standard7,22118.3,22098,706.05,3.19,19616.79,19616.79,2692.04,13.62,20000,98,1,"50,50",expt1,NA,unknown,NA,NA,NA,NA,NA,NA
7,Standard,IL-33 (47),S7,"G2,H2",Reagent Name: Standard7,26490.3,26471.3,24.4,0.09,21127.39,21127.39,213.75,1.01,20000,106,1,"50,50",expt2,NA,unknown,NA,NA,NA,NA,NA,NA
3991,epithelial brushings,IL-33 (47),X3,"E3,F3",Sample ID: 3991 Pellet,170.3,151.3,5.3,3.12,20.34,20.34,0.71,3.48,NA,NA,1,"21,20",expt2,3991 Pellet,AERD+steroids,Neat,cytology brushings in RIPA Buffer,1465.8602,expt2,X3,0.013875812
3994,epithelial brushings,IL-33 (47),X3,"E3,F3",Sample ID: 3994 Pellet,4506.8,4486.5,268.35,5.95,1267.88,1267.88,85,6.7,NA,NA,1,"50,50",expt1,3994 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,3105.6864,expt1,NA,0.408244696
3994,tissue,IL-33 (47),X17,"A7,B7",Sample ID: 3994 tissue,3798.3,3778,23.69,0.62,1048.52,1048.52,7.17,0.68,NA,NA,1,"56,80",expt1,3994 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,2191.5857,expt1,NA,0.478429842
3995,epithelial brushings,IL-33 (47),X4,"G3,H3",Sample ID: 3995 Pellet,1866.3,1846,69.65,3.73,988.69,988.69,38.04,3.85,NA,NA,2,"51,50",expt1,3995 Pellet,AERD+nosteroids,2,cytology brushings in RIPA Buffer,1948.9818,expt1,NA,0.507285394
3995,tissue,IL-33 (47),X18,"C7,D7",Sample ID: 3995 tissue,4927.3,4907,336.94,6.84,1402.95,1402.95,109.78,7.82,NA,NA,1,"51,50",expt1,3995 tissue,AERD+nosteroids,Neat,tissue homogenate in PI solution,1641.1058,expt1,NA,0.854880898
3996,epithelial brushings,IL-33 (47),X5,"A4,B4",Sample ID: 3996 Pellet,5595,5574.8,94.75,1.69,1625.61,1625.61,32.35,1.99,NA,NA,1,"12,66",expt1,3996 Pellet,AERD+nosteroids,Neat,cytology brushings in RIPA Buffer,2915.225,expt1,NA,0.557627627
